date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:13	35489/35489	---M--	200	added ('OK')	font/woff2	etag:W/%228aa1-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Medium-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Medium-Web.woff2	(from https://fleava.com/)
21:34:13	36049/36049	---M--	200	added ('OK')	font/woff2	etag:W/%228cd1-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Extralight-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Extralight-Web.woff2	(from https://fleava.com/)
21:34:13	37813/37813	---M--	200	added ('OK')	font/woff2	etag:W/%2293b5-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Bold-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Bold-Web.woff2	(from https://fleava.com/)
21:34:13	33621/33621	---M--	200	added ('OK')	font/woff2	etag:W/%228355-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Light-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Light-Web.woff2	(from https://fleava.com/)
21:34:14	36525/36525	---M--	200	added ('OK')	font/woff2	etag:W/%228ead-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-Regular-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Regular-Web.woff2	(from https://fleava.com/)
21:34:14	36340/36340	---MCZ	200	added ('OK')	text/html	etag:W/%228df4-+hrHWSI6cwozUE7ONK7BdATxPOE%22	https://fleava.com/works	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/works.html	(from https://fleava.com/)
21:34:14	42278/42278	---MCZ	200	added ('OK')	text/html	etag:W/%22a526-11H+y8RI/DEyn8QPOtiMMiibC1o%22	https://fleava.com/journal	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/journal.html	(from https://fleava.com/)
21:34:14	27449/27449	---MCZ	200	added ('OK')	text/html	etag:W/%226b39-VP+a3Tx98MRWVcFfsQHVgfBqCP8%22	https://fleava.com/expertise	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise.html	(from https://fleava.com/)
21:34:15	40029/40029	---MCZ	200	added ('OK')	text/html	etag:W/%229c5d-iteoH1I4qUwPGtt1jGLUpGoECRs%22	https://fleava.com/about	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/about.html	(from https://fleava.com/)
21:34:15	47695/47695	---MCZ	200	added ('OK')	text/html	etag:W/%22ba4f-VxMntubXUpJ89nRWQQp3hD7d1uU%22	https://fleava.com/awards	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/awards.html	(from https://fleava.com/)
21:34:15	37898/37898	---MCZ	200	added ('OK')	text/html	etag:W/%22940a-9yueeFdLD9ImqirnzYSOCVICSUw%22	https://fleava.com/brands	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/brands.html	(from https://fleava.com/)
21:34:15	22854/22854	---MCZ	200	added ('OK')	text/html	etag:W/%225946-q2G6MwOqWAX7s++/175Sg2eNwXk%22	https://fleava.com/careers	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/careers.html	(from https://fleava.com/)
21:34:16	24851/24851	---MCZ	200	added ('OK')	text/html	etag:W/%226113-hbynlkWGj1UWa4WuaOlM1Kac5h8%22	https://fleava.com/inquiry	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/inquiry.html	(from https://fleava.com/)
21:34:16	46293/46293	---MCZ	200	added ('OK')	text/html	etag:W/%22b4d5-OC10gkAh0mHMJVA6F0jHlSbruVU%22	https://fleava.com/sg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/sg.html	(from https://fleava.com/)
21:34:16	46777/46777	---MCZ	200	added ('OK')	text/html	etag:W/%22b6b9-0nRFTC1XLquDvTRNLyZS2dUjI78%22	https://fleava.com/id	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/id.html	(from https://fleava.com/)
21:34:16	20246/20246	---MCZ	200	added ('OK')	text/html	etag:W/%224f16-hRRo3OfTv9QrJ+kjTj8XSbkqq8U%22	https://fleava.com/terms	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/terms.html	(from https://fleava.com/)
21:34:17	25988/25988	---MCZ	200	added ('OK')	text/html	etag:W/%226584-JfY7rPkAqlMbuuWxX4R4Vq5UObE%22	https://fleava.com/sitemap	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/sitemap.html	(from https://fleava.com/)
21:34:17	23017/23017	---MCZ	200	added ('OK')	text/html	etag:W/%2259e9-XAEFsG0zTNEC3aJBJl1DtiR5xuc%22	https://fleava.com/works/karma	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/works/karma.html	(from https://fleava.com/)
21:34:18	27303/27303	---MCZ	200	added ('OK')	text/html	etag:W/%226aa7-95WlOUQ8ro2MFgQNvoF/DObpMlQ%22	https://fleava.com/works/bodyshop	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/works/bodyshop.html	(from https://fleava.com/)
21:34:18	291316/291316	---M--	200	added ('OK')	image/jpeg	etag:W/%22471f4-18233ab7882%22	https://fleava.com/assets/img/works/karma/banner.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/works/karma/banner.jpg	(from https://fleava.com/)
21:34:19	22712/22712	---MCZ	200	added ('OK')	text/html	etag:W/%2258b8-i/xwVOnSq1al8MP/mjiQoCa+uyM%22	https://fleava.com/works/prodotti	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/works/prodotti.html	(from https://fleava.com/)
21:34:19	295846/295846	---M--	200	added ('OK')	image/jpeg	etag:W/%22483a6-18233ab7876%22	https://fleava.com/assets/img/works/bodyshop/banner.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/works/bodyshop/banner.jpg	(from https://fleava.com/)
21:34:19	24774/24774	---MCZ	200	added ('OK')	text/html	etag:W/%2260c6-oCz9OQEwqdqe1RhS7fJqxnVQQaM%22	https://fleava.com/works/vold	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/works/vold.html	(from https://fleava.com/)
21:34:19	396095/396095	---M--	200	added ('OK')	image/jpeg	etag:W/%2260b3f-18238c564da%22	https://fleava.com/assets/img/works/prodotti/banner.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/works/prodotti/banner.jpg	(from https://fleava.com/)
21:34:20	341670/341670	---M--	200	added ('OK')	image/jpeg	etag:W/%22536a6-18272a34666%22	https://fleava.com/assets/img/works/vold/banner.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/works/vold/banner.jpg	(from https://fleava.com/)
21:34:20	7924/7924	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ef4-18235918082%22	https://fleava.com/assets/img/general/ornament.svg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/general/ornament.svg	(from https://fleava.com/)
21:34:20	226785/226785	---M--	200	added ('OK')	image/jpeg	etag:W/%22375e1-181ec6cbc86%22	https://fleava.com/assets/img/home/about.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/home/about.jpg	(from https://fleava.com/)
21:34:20	39344/39344	---MCZ	200	added ('OK')	text/html	etag:W/%2299b0-KmwHoyLsiMesl9pwIHB19JGW8TM%22	https://fleava.com/expertise/digital-strategy	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/digital-strategy.html	(from https://fleava.com/)
21:34:20	97558/97558	---M--	200	added ('OK')	image/jpeg	etag:W/%2217d16-181d23a0d32%22	https://fleava.com/assets/img/expertise/thumbs/strategy.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/strategy.jpg	(from https://fleava.com/)
21:34:21	43680/43680	---MCZ	200	added ('OK')	text/html	etag:W/%22aaa0-WWwXd9shNnnyF/GsJPW7hGvF2Po%22	https://fleava.com/expertise/branding	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/branding.html	(from https://fleava.com/)
21:34:21	129264/129264	---M--	200	added ('OK')	image/jpeg	etag:W/%221f8f0-181d8aff6ee%22	https://fleava.com/assets/img/expertise/thumbs/branding.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/branding.jpg	(from https://fleava.com/)
21:34:21	43098/43098	---MCZ	200	added ('OK')	text/html	etag:W/%22a85a-AKiQJKj20Y26/LPM5/7RzABuxUA%22	https://fleava.com/expertise/development	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/development.html	(from https://fleava.com/)
21:34:22	198856/198856	---M--	200	added ('OK')	image/jpeg	etag:W/%22308c8-18205f1ab0e%22	https://fleava.com/assets/img/expertise/thumbs/development.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/development.jpg	(from https://fleava.com/)
21:34:22	43044/43044	---MCZ	200	added ('OK')	text/html	etag:W/%22a824-t0VzpFSVoD9FOLNnJCvJCzzodjA%22	https://fleava.com/expertise/ux	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/ux.html	(from https://fleava.com/)
21:34:22	289250/289250	---M--	200	added ('OK')	image/jpeg	etag:W/%22469e2-18205f1ab0e%22	https://fleava.com/assets/img/expertise/thumbs/ux.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/ux.jpg	(from https://fleava.com/)
21:34:22	42736/42736	---MCZ	200	added ('OK')	text/html	etag:W/%22a6f0-/GpFTekL6lwfCeefXVurnb0E/5E%22	https://fleava.com/expertise/digital-marketing	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/digital-marketing.html	(from https://fleava.com/)
21:34:23	183555/183555	---M--	200	added ('OK')	image/jpeg	etag:W/%222cd03-181d23a0d2e%22	https://fleava.com/assets/img/expertise/thumbs/marketing.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/marketing.jpg	(from https://fleava.com/)
21:34:23	38847/38847	---MCZ	200	added ('OK')	text/html	etag:W/%2297bf-iWA0uLThV1l6x6VvVfuAegrDweY%22	https://fleava.com/expertise/production	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/expertise/production.html	(from https://fleava.com/)
21:34:23	182440/182440	---M--	200	added ('OK')	image/jpeg	etag:W/%222c8a8-18233ab785e%22	https://fleava.com/assets/img/expertise/thumbs/production.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/expertise/thumbs/production.jpg	(from https://fleava.com/)
21:34:23	13889/13889	---M--	200	added ('OK')	image/png	etag:W/%223641-176e302bd97%22	https://fleava.com/assets/img/awards/badge.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/awards/badge.png	(from https://fleava.com/)
21:34:24	97111/97111	---M--	200	added ('OK')	image/jpeg	etag:W/%2217b57-176e302bd9f%22	https://fleava.com/assets/img/awards/trophy.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/awards/trophy.jpg	(from https://fleava.com/)
21:34:25	25157/25157	---MCZ	200	added ('OK')	text/html	etag:W/%226245-RrGin1Ux3zq4R2ZpGtmk/DAP4CE%22	https://fleava.com/journal/transform-story	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/journal/transform-story.html	(from https://fleava.com/)
21:34:25	40154/40154	---MCZ	200	added ('OK')	text/html	etag:W/%229cda-8KDGDUOev0SvVGp1KtqFqOG918g%22	https://fleava.com/journal/no-code-future-of-tech	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/journal/no-code-future-of-tech.html	(from https://fleava.com/)
21:34:25	354084/354084	---M--	200	added ('OK')	video/mp4	etag:W/%2256724-176e302bd9f%22	https://fleava.com/assets/img/awards/trophy.mp4	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/img/awards/trophy.mp4	(from https://fleava.com/)
21:34:25	23261/23261	---MCZ	200	added ('OK')	text/html	etag:W/%225add-mnRUlllEoQTyRoViwfVhVa0RpJg%22	https://fleava.com/journal/agency-of-the-year-2020	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/journal/agency-of-the-year-2020.html	(from https://fleava.com/)
21:34:26	36005/36005	---M--	200	added ('OK')	font/woff2	etag:W/%228ca5-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-SuperItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-SuperItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:26	48446/48446	---M--	200	added ('OK')	font/woff	etag:W/%22bd3e-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-SuperItalic-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-SuperItalic-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:26	42745/42745	---M--	200	added ('OK')	font/woff2	etag:W/%22a6f9-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-Super-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Super-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:26	56256/56256	---M--	200	added ('OK')	font/woff	etag:W/%22dbc0-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-Super-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Super-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:27	39013/39013	---M--	200	added ('OK')	font/woff2	etag:W/%229865-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-BlackItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-BlackItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:27	51818/51818	---M--	200	added ('OK')	font/woff	etag:W/%22ca6a-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-BlackItalic-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-BlackItalic-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:27	36561/36561	---M--	200	added ('OK')	font/woff2	etag:W/%228ed1-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Black-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Black-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:27	48516/48516	---M--	200	added ('OK')	font/woff	etag:W/%22bd84-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Black-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Black-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:28	39337/39337	---M--	200	added ('OK')	font/woff2	etag:W/%2299a9-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-BoldItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-BoldItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:28	52528/52528	---M--	200	added ('OK')	font/woff	etag:W/%22cd30-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-BoldItalic-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-BoldItalic-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:28	50303/50303	---M--	200	added ('OK')	font/woff	etag:W/%22c47f-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Bold-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Bold-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:28	42461/42461	---M--	200	added ('OK')	font/woff2	etag:W/%22a5dd-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-SemiboldItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-SemiboldItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:29	55560/55560	---M--	200	added ('OK')	font/woff	etag:W/%22d908-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-SemiboldItalic-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-SemiboldItalic-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:29	37789/37789	---M--	200	added ('OK')	font/woff2	etag:W/%22939d-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-MediumItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-MediumItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
21:34:29	53523/53523	---M--	200	added ('OK')	font/woff	etag:W/%22d113-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-Semibold-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Semibold-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:30	50171/50171	---M--	200	added ('OK')	font/woff	etag:W/%22c3fb-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-MediumItalic-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-MediumItalic-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:30	47209/47209	---M--	200	added ('OK')	font/woff	etag:W/%22b869-17304e2616b%22	https://fleava.com/assets/fonts/Graphik-Medium-Web.woff	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-Medium-Web.woff	(from https://fleava.com/assets/css/app.css)
21:34:30	38801/38801	---M--	200	added ('OK')	font/woff2	etag:W/%229791-17304e2616f%22	https://fleava.com/assets/fonts/Graphik-RegularItalic-Web.woff2	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon/fleava.com/assets/fonts/Graphik-RegularItalic-Web.woff2	(from https://fleava.com/assets/css/app.css)
