date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:15	602705/602705	---M--	200	added ('OK')	image/png	etag:%2293251-5dbf6c8736bd4%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/1920_commercial_banking.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/1920_commercial_banking.png	(from https://www.nexbank.com/service/commercial-banking)
21:52:15	515032/515032	---M--	200	added ('OK')	image/png	etag:%227dbd8-5dbf6c8731db3%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/1920_commercial_banking-1280x2276.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/1920_commercial_banking-1280x2276.png	(from https://www.nexbank.com/service/commercial-banking)
21:52:16	70187/70187	---M--	200	added ('OK')	image/png	etag:%221122b-5dbf6c87436f4%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/750_commercial_banking.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/750_commercial_banking.png	(from https://www.nexbank.com/service/commercial-banking)
21:52:16	1143435/1143435	---M--	200	added ('OK')	image/png	etag:%2211728b-5dbf6c8742754%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/1920_mortgage_banking.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/1920_mortgage_banking.png	(from https://www.nexbank.com/service/mortgage-banking)
21:52:16	101892/101892	---M--	200	added ('OK')	image/png	etag:%2218e04-5dbf6c8745635%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/750_mortgage_banking.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/750_mortgage_banking.png	(from https://www.nexbank.com/service/mortgage-banking)
21:52:16	585218/585218	---M--	200	added ('OK')	image/png	etag:%228ee02-5dbf6c873e8d4%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/1920_mortgage_banking-1280x2275.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/1920_mortgage_banking-1280x2275.png	(from https://www.nexbank.com/service/mortgage-banking)
21:52:17	691183/691183	---M--	200	added ('OK')	image/png	etag:%22a8bef-5dbf6c874f275%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1280x2009.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1280x2009.png	(from https://www.nexbank.com/about)
21:52:17	1319994/1319994	---M--	200	added ('OK')	image/png	etag:%2214243a-5dbf6c87511b5%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1600x2512.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1600x2512.png	(from https://www.nexbank.com/about)
21:52:18	24530/24530	---MCZ	200	added ('OK')	text/html	etag:W/%22c32b3953fe2e26b13f34fdaeac56f3c6%22	https://www.nexbank.com/about/james-dondero	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/about/james-dondero.html	(from https://www.nexbank.com/about)
21:52:18	1297796/1297796	---M--	200	added ('OK')	image/png	etag:%2213cd84-5dbf6c8755035%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1920x3014.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/about-optim-1920x3014.png	(from https://www.nexbank.com/about)
21:52:18	162010/162010	---M--	200	added ('OK')	application/pdf	etag:%22278da-5e238179a8638%22	https://www.nexbank.com/admin/wp-content/uploads/2022/06/NexBank-Capital-Inc.-Increases-Preferred-Stock-Offering-to-260-Million.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2022/06/NexBank-Capital-Inc.-Increases-Preferred-Stock-Offering-to-260-Million.pdf	(from https://www.nexbank.com/about)
21:52:18	161514/161514	---M--	200	added ('OK')	application/pdf	etag:%22276ea-5e23817a4e684%22	https://www.nexbank.com/admin/wp-content/uploads/2022/06/NexBank-Capital-Inc.-Completes-200-Million-Preferred-Stock-Placement_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2022/06/NexBank-Capital-Inc.-Completes-200-Million-Preferred-Stock-Placement_.pdf	(from https://www.nexbank.com/about)
21:52:18	1182330/1182330	---M--	200	added ('OK')	application/pdf	etag:%22120a7a-5e23817b0cd71%22	https://www.nexbank.com/admin/wp-content/uploads/2022/06/TB-MarchApril-2022-Strategic-Roadmap.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2022/06/TB-MarchApril-2022-Strategic-Roadmap.pdf	(from https://www.nexbank.com/about)
21:52:18	704498/704498	---M--	200	added ('OK')	application/pdf	etag:%22abff2-5e23817882703%22	https://www.nexbank.com/admin/wp-content/uploads/2022/06/Home-_-The-Institutional-Risk-Analyst.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2022/06/Home-_-The-Institutional-Risk-Analyst.pdf	(from https://www.nexbank.com/about)
21:52:19	495442/495442	---M--	200	added ('OK')	application/pdf	etag:%2278f52-5dbf6c877ffb8%22	https://www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Supports-North-Texas-Giving-Day_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Supports-North-Texas-Giving-Day_.pdf	(from https://www.nexbank.com/about)
21:52:19	152679/152679	---M--	200	added ('OK')	application/pdf	etag:%2225467-5e34f378195a2%22	https://www.nexbank.com/admin/wp-content/uploads/2022/07/NexBank-Capital-Inc.-Completes-Private-Placement-of-62-Million-of-6.00-Fixed-to-Floating-Subordinated-Notes_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2022/07/NexBank-Capital-Inc.-Completes-Private-Placement-of-62-Million-of-6.00-Fixed-to-Floating-Subordinated-	(from https://www.nexbank.com/about)
21:52:19	619942/619942	---M--	200	added ('OK')	application/pdf	etag:%22975a6-5dbf6c877ffb8%22	https://www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Closes-100-Million-Private-Offering_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Closes-100-Million-Private-Offering_.pdf	(from https://www.nexbank.com/about)
21:52:20	546220/546220	---M--	200	added ('OK')	application/pdf	etag:%22855ac-5dbf6c877e078%22	https://www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Capital-Inc-Announces-Completion-of-40-Million-Rights-Offering.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/09/NexBank-Capital-Inc-Announces-Completion-of-40-Million-Rights-Offering.pdf	(from https://www.nexbank.com/about)
21:52:20	546099/546099	---M--	200	added ('OK')	application/pdf	etag:%2285533-5dbf6c877a1f8%22	https://www.nexbank.com/admin/wp-content/uploads/2021/05/Adrienne-Manzanares-Joins-NexBank.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/05/Adrienne-Manzanares-Joins-NexBank.pdf	(from https://www.nexbank.com/about)
21:52:21	459286/459286	---M--	200	added ('OK')	application/pdf	etag:%2270216-5dbf6c877e078%22	https://www.nexbank.com/admin/wp-content/uploads/2021/08/NexBank-Capital-Inc.-Completes-Private-Placement-of-150-Million-of-4.00-Fixed-to-Floating-Subordinated-Notes.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/08/NexBank-Capital-Inc.-Completes-Private-Placement-of-150-Million-of-4.00-Fixed-to-Floating-Subordinated	(from https://www.nexbank.com/about)
21:52:21	537048/537048	---M--	200	added ('OK')	application/pdf	etag:%22831d8-5dbf6c8773497%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Receives-Investment-Grade-Ratings_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Receives-Investment-Grade-Ratings_.pdf	(from https://www.nexbank.com/about)
21:52:21	370383/370383	---M--	200	added ('OK')	application/pdf	etag:%225a6cf-5dbf6c8777317%22	https://www.nexbank.com/admin/wp-content/uploads/2021/03/NexBank-Ranked-Top-Performing-Bank-by-SP-Global.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/03/NexBank-Ranked-Top-Performing-Bank-by-SP-Global.pdf	(from https://www.nexbank.com/about)
21:52:21	533161/533161	---M--	200	added ('OK')	application/pdf	etag:%22822a9-5dbf6c87705b7%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Announces-Bank-Charter-Conversion_07022020_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Announces-Bank-Charter-Conversion_07022020_.pdf	(from https://www.nexbank.com/about)
21:52:21	371944/371944	---M--	200	added ('OK')	application/pdf	etag:%225ace8-5dbf6c87724f7%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Ranked-Top-Performing-Bank-by-SP-Global_03-27-2020__.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Ranked-Top-Performing-Bank-by-SP-Global_03-27-2020__.pdf	(from https://www.nexbank.com/about)
21:52:22	648512/648512	---M--	200	added ('OK')	application/pdf	etag:%229e540-5dbf6c877b198%22	https://www.nexbank.com/admin/wp-content/uploads/2021/05/NexBankAppointsJonHodge_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/05/NexBankAppointsJonHodge_.pdf	(from https://www.nexbank.com/about)
21:52:22	484249/484249	---M--	200	added ('OK')	application/pdf	etag:%2276399-5dbf6c8774437%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Tops-SP-Global-Market-Intelligence_2018-Ranking_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Tops-SP-Global-Market-Intelligence_2018-Ranking_.pdf	(from https://www.nexbank.com/about)
21:52:22	731460/731460	---M--	200	added ('OK')	application/pdf	etag:%22b2944-5dbf6c8771557%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Financial-Innovation-Award_2018_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Financial-Innovation-Award_2018_.pdf	(from https://www.nexbank.com/about)
21:52:22	727485/727485	---M--	200	added ('OK')	application/pdf	etag:%22b19bd-5dbf6c8773497%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Ranked-Top-Performing-Bank-in-the-US-by-Independent-Banker-Magazine.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/NexBank-Ranked-Top-Performing-Bank-in-the-US-by-Independent-Banker-Magazine.pdf	(from https://www.nexbank.com/about)
21:52:22	372905/372905	---M--	200	added ('OK')	application/pdf	etag:%225b0a9-5dbf6c876c737%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/CEO-President-of-NexBank-Speaks-at-Texas-Bankers-Association%e2%80%99s-Strategic-Opportunities-Conf_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/CEO-President-of-NexBank-Speaks-at-Texas-Bankers-Association%e2%80%99s-Strategic-Opportunities-Conf_.3e.delaye	(from https://www.nexbank.com/about)
21:52:23	285353/285353	---M--	200	added ('OK')	image/png	etag:%2245aa9-5dbf6c875bd96%22	https://www.nexbank.com/admin/wp-content/uploads/2019/10/nexbank_map-optim-1280x800.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/10/nexbank_map-optim-1280x800.png	(from https://www.nexbank.com/contact)
21:52:23	794453/794453	---M--	200	added ('OK')	image/jpeg	etag:%22c1f55-5dbf6c876e677%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/IMG-1@1x.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/IMG-1@1x.jpg	(from https://www.nexbank.com/onlinebanking)
21:52:23	820091/820091	---M--	200	added ('OK')	image/jpeg	etag:%22c837b-5dbf6c876f617%22	https://www.nexbank.com/admin/wp-content/uploads/2020/11/IMG-2@1x.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2020/11/IMG-2@1x.jpg	(from https://www.nexbank.com/onlinebanking)
21:52:23	166516/166516	---M--	200	added ('OK')	application/pdf	etag:%2228a74-5dbf6c8779258%22	https://www.nexbank.com/admin/wp-content/uploads/2021/04/NexBank_Privacy_Notice_.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2021/04/NexBank_Privacy_Notice_.pdf	(from https://www.nexbank.com/page/privacy-policy)
21:52:24	291415/291415	---M--	200	added ('OK')	application/pdf	etag:%2247257-5dbf6c875bd96%22	https://www.nexbank.com/admin/wp-content/uploads/2019/10/USPatriotAct.pdf	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/10/USPatriotAct.pdf	(from https://www.nexbank.com/page/u-s-patriot-act)
21:52:24	211486/211486	---M--	200	added ('OK')	image/jpeg	etag:%2233a1e-5dbf6c8745635%22	https://www.nexbank.com/admin/wp-content/uploads/2019/09/Dondero-1280x1384.jpg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/09/Dondero-1280x1384.jpg	(from https://www.nexbank.com/about/james-dondero)
